,sample_pt_desc,year,qtr,quarter,cod,conductivity,e_coli,pH,nitrate,phosphate,physical_compliance_percentage,chemical_compliance_percentage,bacteriological_compliance_percentage,biological_compliance_percentage,overall_compliance_percentage,river_id
1200,Rietspruit Weir @ Loch Vaal ,2013,3,Jul-Sep,22.0,56.0,13540.0,7.4,4.6,1.1,100.0,90.91,0.0,100.0,72.73,1
1201,Rietspruit Weir @ Loch Vaal ,2013,4,Oct-Dec,22.0,58.0,11890.0,7.2,3.6,1.0,80.0,90.91,0.0,100.0,67.73,1
1202,Suikerbosrant River Weir @ Three Rivers,2013,1,Jan-Mar,23.0,60.0,1330.0,7.9,1.1,0.28,100.0,100.0,0.0,100.0,75.0,1
1203,Suikerbosrant River Weir @ Three Rivers,2013,2,Apr-Jun,21.0,61.0,1460.0,7.8,2.0,0.29,100.0,100.0,0.0,100.0,75.0,1
1204,Suikerbosrant River Weir @ Three Rivers,2013,3,Jul-Sep,21.0,74.0,83.0,8.2,2.5,0.29,100.0,100.0,100.0,100.0,100.0,1
1205,Suikerbosrant River Weir @ Three Rivers,2013,4,Oct-Dec,32.0,69.0,1840.0,7.9,1.6,0.36,100.0,100.0,0.0,100.0,75.0,1
1206,Stream from Webb's Farm ,2013,1,Jan-Mar,0.0,91.0,790.0,7.7,1.05,1.6,60.0,90.91,0.0,0.0,37.73,1
1207,Stream from Webb's Farm ,2013,2,Apr-Jun,0.0,100.0,190.0,7.8,1.3,0.85,60.0,90.91,100.0,0.0,62.73,1
1208,Stream from Webb's Farm ,2013,3,Jul-Sep,0.0,77.0,390.0,8.1,1.6,0.96,60.0,90.91,100.0,0.0,62.73,1
1209,Stream from Webb's Farm ,2013,4,Oct-Dec,0.0,86.0,860.0,7.6,0.55,1.3,60.0,90.91,0.0,0.0,37.73,1
1210,Vaal River @ Barrage Outlet ,2013,1,Jan-Mar,21.0,51.0,315.0,7.7,1.65,0.28,100.0,100.0,100.0,100.0,100.0,1
1211,Vaal River @ Barrage Outlet ,2013,2,Apr-Jun,18.0,56.0,28.0,7.5,2.6,0.2,100.0,100.0,100.0,100.0,100.0,1
1212,Vaal River @ Barrage Outlet ,2013,3,Jul-Sep,21.0,63.0,11.0,8.1,3.7,0.25,100.0,100.0,100.0,100.0,100.0,1
1213,Vaal River @ Barrage Outlet ,2013,4,Oct-Dec,26.0,59.0,47.0,8.0,2.3,0.4,100.0,100.0,100.0,100.0,100.0,1
1214,Vaal River @ Engelbrecht's Drift Weir,2013,1,Jan-Mar,10.0,23.0,115.0,7.3,0.29,0.06,100.0,100.0,100.0,100.0,100.0,1
1215,Vaal River @ Engelbrecht's Drift Weir,2013,2,Apr-Jun,10.0,20.0,80.0,7.3,0.36,0.1,80.0,100.0,100.0,100.0,95.0,1
1216,Vaal River @ Engelbrecht's Drift Weir,2013,3,Jul-Sep,11.0,21.0,61.0,7.7,1.1,0.08,80.0,90.91,100.0,100.0,92.73,1
1217,Vaal River @ Engelbrecht's Drift Weir,2013,4,Oct-Dec,11.0,23.0,115.0,7.3,0.31,0.28,80.0,90.91,100.0,100.0,92.73,1
1218,Vaal River @ 20 km Beacon ,2013,1,Jan-Mar,21.0,58.0,0.0,7.3,2.37,0.32,100.0,100.0,0.0,0.0,50.0,1
1219,Vaal River @ 20 km Beacon ,2013,2,Apr-Jun,21.0,61.0,0.0,7.6,3.0,0.21,100.0,100.0,0.0,0.0,50.0,1
1220,Vaal River @ 20 km Beacon ,2013,3,Jul-Sep,20.0,64.0,0.0,7.9,4.8,0.31,100.0,100.0,0.0,0.0,50.0,1
1221,Vaal River @ 20 km Beacon ,2013,4,Oct-Dec,24.0,64.0,0.0,7.7,2.8,0.32,100.0,100.0,0.0,0.0,50.0,1
1222,Vaal River @ 37 km Beacon ,2013,1,Jan-Mar,17.0,59.0,2870.0,7.3,3.17,0.32,100.0,100.0,0.0,0.0,50.0,1
1223,Vaal River @ 37 km Beacon ,2013,2,Apr-Jun,15.0,62.0,5110.0,7.6,3.3,0.29,100.0,100.0,0.0,0.0,50.0,1
1224,Vaal River @ 37 km Beacon ,2013,3,Jul-Sep,22.0,65.0,1530.0,7.7,4.5,0.34,100.0,100.0,0.0,0.0,50.0,1
1225,Vaal River @ 37 km Beacon ,2013,4,Oct-Dec,27.0,60.0,3320.0,7.6,3.2,0.41,100.0,100.0,0.0,0.0,50.0,1
1226,Blesbokspruit Weir @ Heidelberg,2014,1,Jan-Mar,24.0,56.0,7970.0,7.9,1.1,0.58,100.0,100.0,0.0,100.0,75.0,1
1227,Blesbokspruit Weir @ Heidelberg,2014,2,Apr-Jun,22.0,57.0,14040.0,7.8,1.7,0.52,100.0,100.0,0.0,100.0,75.0,1
1228,Blesbokspruit Weir @ Heidelberg,2014,3,Jul-Sep,24.0,69.0,850.0,7.8,1.9,0.43,100.0,100.0,0.0,100.0,75.0,1
1229,Blesbokspruit Weir @ Heidelberg,2014,4,Oct-Dec,32.0,70.0,13990.0,7.8,2.0,0.56,60.0,100.0,0.0,100.0,65.0,1
1230,Klip River Weir @ Redan Train Bridge,2014,1,Jan-Mar,22.0,59.0,14320.0,7.7,2.8,0.35,80.0,100.0,0.0,100.0,70.0,1
1231,Klip River Weir @ Redan Train Bridge,2014,2,Apr-Jun,22.0,66.0,2740.0,7.6,4.5,0.39,100.0,100.0,0.0,100.0,75.0,1
1232,Klip River Weir @ Redan Train Bridge,2014,3,Jul-Sep,28.0,77.0,3330.0,7.6,4.4,0.44,100.0,100.0,0.0,100.0,75.0,1
1233,Klip River Weir @ Redan Train Bridge,2014,4,Oct-Dec,28.0,72.0,7940.0,7.5,3.7,0.36,60.0,100.0,0.0,100.0,65.0,1
1234,Leeuspruit @ Sasolburg ,2014,1,Jan-Mar,22.0,91.0,8580.0,7.6,0.51,0.34,80.0,90.91,0.0,0.0,42.73,1
1235,Leeuspruit @ Sasolburg ,2014,2,Apr-Jun,19.0,98.0,24920.0,7.5,1.4,0.08,80.0,90.91,0.0,0.0,42.73,1
1236,Leeuspruit @ Sasolburg ,2014,3,Jul-Sep,24.0,115.0,1190.0,7.8,0.54,0.1,100.0,100.0,0.0,0.0,50.0,1
1237,Leeuspruit @ Sasolburg ,2014,4,Oct-Dec,34.0,72.0,60490.0,7.7,0.98,0.45,80.0,100.0,0.0,0.0,45.0,1
1238,Rietspruit Weir @ Loch Vaal ,2014,1,Jan-Mar,25.0,54.0,28230.0,7.5,3.3,0.73,60.0,90.91,0.0,100.0,62.73,1
1239,Rietspruit Weir @ Loch Vaal ,2014,2,Apr-Jun,26.0,61.0,46090.0,7.4,2.9,0.97,100.0,90.91,0.0,100.0,72.73,1
1240,Rietspruit Weir @ Loch Vaal ,2014,3,Jul-Sep,28.0,61.0,13620.0,7.5,4.0,0.87,80.0,81.82,0.0,100.0,65.46,1
1241,Rietspruit Weir @ Loch Vaal ,2014,4,Oct-Dec,29.0,62.0,99060.0,7.5,2.5,0.88,80.0,90.91,0.0,100.0,67.73,1
1242,Suikerbosrant River Weir @ Three Rivers,2014,1,Jan-Mar,31.0,48.0,1390.0,8.1,0.99,0.37,80.0,100.0,0.0,100.0,70.0,1
1243,Suikerbosrant River Weir @ Three Rivers,2014,2,Apr-Jun,21.0,55.0,185.0,8.1,1.8,0.3,100.0,100.0,100.0,100.0,100.0,1
1244,Suikerbosrant River Weir @ Three Rivers,2014,3,Jul-Sep,19.0,65.0,125.0,8.2,1.5,0.22,100.0,100.0,100.0,100.0,100.0,1
1245,Suikerbosrant River Weir @ Three Rivers,2014,4,Oct-Dec,26.0,68.0,480.0,8.2,1.3,0.22,80.0,100.0,0.0,100.0,70.0,1
1246,Stream from Webb's Farm ,2014,1,Jan-Mar,0.0,99.0,1190.0,8.0,1.6,1.3,60.0,90.91,0.0,0.0,37.73,1
1247,Stream from Webb's Farm ,2014,2,Apr-Jun,0.0,91.0,260.0,8.0,1.5,1.0,60.0,90.91,100.0,0.0,62.73,1
1248,Stream from Webb's Farm ,2014,3,Jul-Sep,0.0,79.0,2060.0,8.0,1.7,1.3,60.0,90.91,0.0,0.0,37.73,1
1249,Stream from Webb's Farm ,2014,4,Oct-Dec,0.0,73.0,8710.0,7.8,1.1,5.1,40.0,90.91,0.0,0.0,32.73,1
1250,Vaal River @ Barrage Outlet ,2014,1,Jan-Mar,19.0,35.0,235.0,7.6,1.2,0.27,80.0,100.0,100.0,100.0,95.0,1
1251,Vaal River @ Barrage Outlet ,2014,2,Apr-Jun,20.0,55.0,2110.0,7.9,2.9,0.25,100.0,100.0,0.0,100.0,75.0,1
1252,Vaal River @ Barrage Outlet ,2014,3,Jul-Sep,25.0,67.0,12.0,8.1,3.1,0.31,100.0,100.0,100.0,100.0,100.0,1
1253,Vaal River @ Barrage Outlet ,2014,4,Oct-Dec,21.0,65.0,63.0,8.1,2.4,0.85,100.0,90.91,100.0,100.0,97.73,1
1254,Vaal River @ Engelbrecht's Drift Weir,2014,1,Jan-Mar,15.0,21.0,260.0,7.6,0.47,0.16,80.0,90.91,100.0,100.0,92.73,1
1255,Vaal River @ Engelbrecht's Drift Weir,2014,2,Apr-Jun,18.0,21.0,61.0,7.6,0.52,0.16,80.0,90.91,100.0,100.0,92.73,1
1256,Vaal River @ Engelbrecht's Drift Weir,2014,3,Jul-Sep,16.0,18.0,33.0,7.8,0.97,0.19,80.0,81.82,100.0,100.0,90.46,1
1257,Vaal River @ Engelbrecht's Drift Weir,2014,4,Oct-Dec,15.0,18.0,305.0,7.9,0.79,0.34,80.0,81.82,100.0,100.0,90.46,1
1258,Vaal River @ 20 km Beacon ,2014,1,Jan-Mar,24.0,40.0,0.0,7.5,1.7,0.28,60.0,100.0,0.0,0.0,40.0,1
1259,Vaal River @ 20 km Beacon ,2014,2,Apr-Jun,19.0,56.0,0.0,7.8,2.6,0.26,100.0,100.0,0.0,0.0,50.0,1
1260,Vaal River @ 20 km Beacon ,2014,3,Jul-Sep,24.0,68.0,0.0,8.0,4.6,0.32,100.0,100.0,0.0,0.0,50.0,1
1261,Vaal River @ 20 km Beacon ,2014,4,Oct-Dec,25.0,69.0,0.0,8.0,3.8,0.33,100.0,100.0,0.0,0.0,50.0,1
1262,Vaal River @ 37 km Beacon ,2014,1,Jan-Mar,25.0,47.0,4230.0,7.5,1.9,0.31,100.0,100.0,0.0,0.0,50.0,1
1263,Vaal River @ 37 km Beacon ,2014,2,Apr-Jun,21.0,58.0,4600.0,7.7,3.1,0.29,100.0,100.0,0.0,0.0,50.0,1
1264,Vaal River @ 37 km Beacon ,2014,3,Jul-Sep,22.0,70.0,2040.0,7.8,5.0,0.28,100.0,100.0,0.0,0.0,50.0,1
1265,Vaal River @ 37 km Beacon ,2014,4,Oct-Dec,24.0,68.0,100.0,7.9,2.9,0.42,100.0,100.0,100.0,0.0,75.0,1
1266,Blesbokspruit Weir @ Heidelberg,2015,1,Jan-Mar,27.0,60.0,9945.0,8.0,1.54,0.71,80.0,90.91,0.0,100.0,67.73,1
1267,Blesbokspruit Weir @ Heidelberg,2015,2,Apr-Jun,23.0,68.0,1063.0,7.9,2.79,0.76,100.0,90.91,0.0,100.0,72.73,1
1268,Blesbokspruit Weir @ Heidelberg,2015,3,Jul-Sep,27.0,77.0,803.0,7.8,3.6,0.88,100.0,90.91,0.0,0.0,47.73,1
1269,Blesbokspruit Weir @ Heidelberg,2015,4,Oct-Dec,31.0,73.0,1100.0,7.6,4.83,1.25,100.0,90.91,0.0,0.0,47.73,1
1270,Klip River Weir @ Redan Train Bridge,2015,1,Jan-Mar,22.0,73.0,6917.0,7.6,6.21,0.42,80.0,90.91,0.0,100.0,67.73,1
1271,Klip River Weir @ Redan Train Bridge,2015,2,Apr-Jun,22.0,88.0,7920.0,7.6,6.8,0.4,100.0,90.91,0.0,100.0,72.73,1
1272,Klip River Weir @ Redan Train Bridge,2015,3,Jul-Sep,25.0,78.0,3756.0,7.5,6.15,0.56,100.0,90.91,0.0,100.0,72.73,1
1273,Klip River Weir @ Redan Train Bridge,2015,4,Oct-Dec,23.0,72.0,8709.0,7.5,7.39,0.67,100.0,81.82,0.0,100.0,70.46,1
1274,Leeuspruit @ Sasolburg ,2015,1,Jan-Mar,27.0,94.0,1937.0,7.7,1.2,0.47,80.0,100.0,0.0,0.0,45.0,1
1275,Leeuspruit @ Sasolburg ,2015,2,Apr-Jun,18.0,77.0,4350.0,7.7,1.47,0.19,100.0,100.0,0.0,0.0,50.0,1
1276,Leeuspruit @ Sasolburg ,2015,3,Jul-Sep,20.0,128.0,4864.0,7.4,1.58,0.13,80.0,90.91,0.0,0.0,42.73,1
1277,Leeuspruit @ Sasolburg ,2015,4,Oct-Dec,18.0,125.0,7860.0,7.5,2.67,0.32,80.0,100.0,0.0,0.0,45.0,1
1278,Rietspruit Weir @ Loch Vaal ,2015,1,Jan-Mar,27.0,54.0,14860.0,7.4,4.16,0.79,60.0,90.91,0.0,100.0,62.73,1
1279,Rietspruit Weir @ Loch Vaal ,2015,2,Apr-Jun,21.0,52.0,37912.0,7.3,5.26,0.65,80.0,90.91,0.0,100.0,67.73,1
1280,Rietspruit Weir @ Loch Vaal ,2015,3,Jul-Sep,40.0,61.0,17993.0,7.3,6.3,0.94,100.0,81.82,0.0,100.0,70.46,1
1281,Rietspruit Weir @ Loch Vaal ,2015,4,Oct-Dec,27.0,63.0,17819.0,7.1,2.21,0.98,100.0,81.82,0.0,100.0,70.46,1
1282,Suikerbosrant River Weir @ Three Rivers,2015,1,Jan-Mar,26.0,57.0,384.0,8.1,1.54,0.43,80.0,100.0,100.0,100.0,95.0,1
1283,Suikerbosrant River Weir @ Three Rivers,2015,2,Apr-Jun,23.0,62.0,263.0,8.2,2.12,0.39,100.0,100.0,100.0,100.0,100.0,1
1284,Suikerbosrant River Weir @ Three Rivers,2015,3,Jul-Sep,26.0,74.0,134.0,8.1,2.47,0.41,100.0,100.0,100.0,0.0,75.0,1
1285,Suikerbosrant River Weir @ Three Rivers,2015,4,Oct-Dec,26.0,79.0,139.0,7.8,0.88,0.36,100.0,100.0,100.0,100.0,100.0,1
1286,Stream from Webb's Farm ,2015,1,Jan-Mar,0.0,85.0,1451.0,7.9,0.96,1.57,40.0,90.91,0.0,0.0,32.73,1
1287,Stream from Webb's Farm ,2015,2,Apr-Jun,0.0,78.0,254.0,7.9,1.2,0.95,60.0,90.91,100.0,0.0,62.73,1
1288,Stream from Webb's Farm ,2015,3,Jul-Sep,0.0,77.0,909.0,7.9,1.43,1.12,60.0,90.91,0.0,0.0,37.73,1
1289,Stream from Webb's Farm ,2015,4,Oct-Dec,0.0,81.0,1200.0,7.9,1.09,1.4,60.0,90.91,0.0,0.0,37.73,1
1290,Vaal River @ Barrage Outlet ,2015,1,Jan-Mar,25.0,59.0,18.0,8.5,2.07,0.29,100.0,100.0,100.0,100.0,100.0,1
1291,Vaal River @ Barrage Outlet ,2015,2,Apr-Jun,19.0,70.0,14.0,7.9,4.13,0.27,100.0,100.0,100.0,100.0,100.0,1
1292,Vaal River @ Barrage Outlet ,2015,3,Jul-Sep,26.0,72.0,44.0,7.9,3.46,0.4,100.0,100.0,100.0,100.0,100.0,1
1293,Vaal River @ Barrage Outlet ,2015,4,Oct-Dec,23.0,65.0,50.0,7.8,2.99,0.39,100.0,100.0,100.0,100.0,100.0,1
1294,Vaal River @ Engelbrecht's Drift Weir,2015,1,Jan-Mar,14.0,20.0,140.0,7.8,0.39,0.2,80.0,81.82,100.0,100.0,90.46,1
1295,Vaal River @ Engelbrecht's Drift Weir,2015,2,Apr-Jun,12.0,20.0,40.0,7.8,0.5,0.13,100.0,81.82,100.0,100.0,95.46,1
1296,Vaal River @ Engelbrecht's Drift Weir,2015,3,Jul-Sep,18.0,23.0,30.0,7.8,0.22,0.09,100.0,81.82,100.0,100.0,95.46,1
1297,Vaal River @ Engelbrecht's Drift Weir,2015,4,Oct-Dec,15.0,19.0,139.0,7.8,0.46,0.19,100.0,81.82,100.0,100.0,95.46,1
1298,Vaal River @ 20 km Beacon ,2015,1,Jan-Mar,19.0,66.0,60.0,8.1,3.54,0.35,100.0,100.0,100.0,100.0,100.0,1
1299,Vaal River @ 20 km Beacon ,2015,2,Apr-Jun,18.0,72.0,296.0,7.6,5.3,0.44,100.0,100.0,100.0,100.0,100.0,1
1300,Vaal River @ 20 km Beacon ,2015,3,Jul-Sep,22.0,75.0,70.0,7.8,6.94,0.36,100.0,90.91,100.0,100.0,97.73,1
1301,Vaal River @ 20 km Beacon ,2015,4,Oct-Dec,20.0,52.0,77.0,7.6,6.66,0.48,100.0,90.91,100.0,100.0,97.73,1
1302,Vaal River @ 37 km Beacon ,2015,1,Jan-Mar,26.0,70.0,1689.0,8.0,4.08,0.32,100.0,100.0,0.0,0.0,50.0,1
1303,Vaal River @ 37 km Beacon ,2015,2,Apr-Jun,18.0,73.0,7445.0,7.7,5.25,0.37,80.0,100.0,0.0,100.0,70.0,1
1304,Vaal River @ 37 km Beacon ,2015,3,Jul-Sep,20.0,80.0,7362.0,7.6,5.98,0.41,100.0,100.0,0.0,100.0,75.0,1
1305,Vaal River @ 37 km Beacon ,2015,4,Oct-Dec,16.0,60.0,1020.0,7.5,6.36,0.41,100.0,90.91,0.0,100.0,72.73,1
1306,Blesbokspruit Weir @ Heidelberg,2016,1,Jan-Mar,27.0,81.0,10401.0,7.8,1.53,0.79,100.0,90.91,0.0,100.0,72.73,1
1307,Blesbokspruit Weir @ Heidelberg,2016,2,Apr-Jun,22.0,62.0,6402.0,7.8,1.83,0.53,100.0,100.0,0.0,100.0,75.0,1
1308,Blesbokspruit Weir @ Heidelberg,2016,3,Jul-Sep,20.0,110.0,1850.0,7.8,1.72,0.52,100.0,100.0,0.0,100.0,75.0,1
1309,Blesbokspruit Weir @ Heidelberg,2016,4,Oct-Dec,20.0,110.0,6226.0,7.7,1.65,0.56,100.0,100.0,0.0,100.0,75.0,1
1310,Klip River Weir @ Redan Train Bridge,2016,1,Jan-Mar,18.0,69.0,2768.0,7.5,4.41,1.55,100.0,90.91,0.0,100.0,72.73,1
1311,Klip River Weir @ Redan Train Bridge,2016,2,Apr-Jun,22.0,78.0,1579.0,7.5,4.66,0.35,100.0,100.0,0.0,100.0,75.0,1
1312,Klip River Weir @ Redan Train Bridge,2016,3,Jul-Sep,22.0,89.0,1901.0,7.4,5.08,0.53,100.0,100.0,0.0,100.0,75.0,1
1313,Klip River Weir @ Redan Train Bridge,2016,4,Oct-Dec,24.0,75.0,2154.0,7.3,2.94,0.8,80.0,90.91,0.0,100.0,67.73,1
1314,Leeuspruit @ Sasolburg ,2016,1,Jan-Mar,10.0,125.0,2325.0,7.4,2.4,0.19,80.0,100.0,0.0,0.0,45.0,1
1315,Leeuspruit @ Sasolburg ,2016,2,Apr-Jun,15.0,106.0,21660.0,7.4,6.6,0.17,80.0,90.91,0.0,0.0,42.73,1
1316,Leeuspruit @ Sasolburg ,2016,3,Jul-Sep,13.0,96.0,1183.0,7.6,4.23,0.1,100.0,100.0,0.0,0.0,50.0,1
1317,Leeuspruit @ Sasolburg ,2016,4,Oct-Dec,16.0,79.0,6061.0,7.4,1.22,0.19,100.0,100.0,0.0,0.0,50.0,1
1318,Rietspruit Weir @ Loch Vaal ,2016,1,Jan-Mar,22.0,56.0,7081.0,7.2,2.12,0.67,100.0,90.91,0.0,100.0,72.73,1
1319,Rietspruit Weir @ Loch Vaal ,2016,2,Apr-Jun,22.0,56.0,14225.0,7.4,3.13,0.62,100.0,90.91,0.0,100.0,72.73,1
1320,Rietspruit Weir @ Loch Vaal ,2016,3,Jul-Sep,29.0,64.0,15775.0,7.4,2.69,0.74,100.0,81.82,0.0,100.0,70.46,1
1321,Rietspruit Weir @ Loch Vaal ,2016,4,Oct-Dec,26.0,51.0,6152.0,7.2,2.04,0.84,100.0,90.91,0.0,100.0,72.73,1
1322,Suikerbosrant River Weir @ Three Rivers,2016,1,Jan-Mar,27.0,77.0,841.0,8.1,1.19,0.89,100.0,90.91,0.0,100.0,72.73,1
1323,Suikerbosrant River Weir @ Three Rivers,2016,2,Apr-Jun,23.0,64.0,200.0,8.1,1.87,0.34,100.0,100.0,100.0,100.0,100.0,1
1324,Suikerbosrant River Weir @ Three Rivers,2016,3,Jul-Sep,23.0,103.0,97.0,8.1,1.71,0.33,100.0,100.0,100.0,100.0,100.0,1
1325,Suikerbosrant River Weir @ Three Rivers,2016,4,Oct-Dec,25.0,96.0,1421.0,7.8,1.71,0.42,100.0,100.0,0.0,100.0,75.0,1
1326,Stream from Webb's Farm ,2016,1,Jan-Mar,0.0,73.0,2560.0,7.7,0.5,1.45,40.0,81.82,0.0,0.0,30.46,1
1327,Stream from Webb's Farm ,2016,2,Apr-Jun,0.0,86.0,1037.0,7.7,1.95,0.89,60.0,90.91,0.0,0.0,37.73,1
1328,Stream from Webb's Farm ,2016,3,Jul-Sep,0.0,78.0,221.0,7.9,0.77,0.86,60.0,90.91,100.0,0.0,62.73,1
1329,Stream from Webb's Farm ,2016,4,Oct-Dec,0.0,90.0,897.0,7.6,0.77,0.86,60.0,90.91,0.0,0.0,37.73,1
1330,Vaal River @ Barrage Outlet ,2016,1,Jan-Mar,24.0,61.0,721.0,7.9,3.9,0.86,100.0,90.91,0.0,100.0,72.73,1
1331,Vaal River @ Barrage Outlet ,2016,2,Apr-Jun,20.0,63.0,261.0,7.8,3.66,0.22,100.0,100.0,100.0,100.0,100.0,1
1332,Vaal River @ Barrage Outlet ,2016,3,Jul-Sep,24.0,76.0,19.0,7.6,3.26,0.44,100.0,100.0,100.0,100.0,100.0,1
1333,Vaal River @ Barrage Outlet ,2016,4,Oct-Dec,22.0,69.0,407.0,7.6,1.29,0.44,100.0,90.91,0.0,100.0,72.73,1
1334,Vaal River @ Engelbrecht's Drift Weir,2016,1,Jan-Mar,12.0,20.0,162.0,7.8,0.27,0.12,80.0,81.82,100.0,100.0,90.46,1
1335,Vaal River @ Engelbrecht's Drift Weir,2016,2,Apr-Jun,12.0,23.0,83.0,7.9,0.39,0.13,80.0,90.91,100.0,100.0,92.73,1
1336,Vaal River @ Engelbrecht's Drift Weir,2016,3,Jul-Sep,10.0,19.0,27.0,7.9,0.27,0.1,80.0,81.82,100.0,100.0,90.46,1
1337,Vaal River @ Engelbrecht's Drift Weir,2016,4,Oct-Dec,11.0,29.0,153.0,7.7,0.28,0.13,80.0,81.82,100.0,100.0,90.46,1
1338,Vaal River @ 20 km Beacon ,2016,1,Jan-Mar,21.0,66.0,363.0,8.0,2.72,1.47,100.0,90.91,100.0,100.0,97.73,1
1339,Vaal River @ 20 km Beacon ,2016,2,Apr-Jun,17.0,70.0,36.0,7.8,3.9,0.25,100.0,100.0,100.0,100.0,100.0,1
1340,Vaal River @ 20 km Beacon ,2016,3,Jul-Sep,21.0,81.0,91.0,7.9,3.91,0.59,100.0,100.0,100.0,100.0,100.0,1
1341,Vaal River @ 20 km Beacon ,2016,4,Oct-Dec,20.0,67.0,573.0,7.5,2.62,0.55,100.0,90.91,0.0,100.0,72.73,1
1342,Vaal River @ 37 km Beacon ,2016,1,Jan-Mar,21.0,57.0,6593.0,7.2,3.06,0.39,100.0,100.0,0.0,100.0,75.0,1
1343,Vaal River @ 37 km Beacon ,2016,2,Apr-Jun,18.0,74.0,2795.0,7.6,4.92,0.29,100.0,100.0,0.0,100.0,75.0,1
1344,Vaal River @ 37 km Beacon ,2016,3,Jul-Sep,23.0,85.0,4911.0,7.5,4.07,0.38,100.0,100.0,0.0,100.0,75.0,1
1345,Vaal River @ 37 km Beacon ,2016,4,Oct-Dec,26.0,65.0,6031.0,7.3,2.15,0.59,100.0,90.91,0.0,100.0,72.73,1
1346,Blesbokspruit Weir @ Heidelberg,2022,1,Jan-Mar,28.0,53.0,17615.0,7.8,0.77,0.32,80.0,100.0,0.0,100.0,70.0,1
1347,Blesbokspruit Weir @ Heidelberg,2022,2,Apr-Jun,26.0,58.0,0.0,7.8,0.85,0.24,100.0,100.0,0.0,100.0,75.0,1
1348,Klip River Weir @ Redan Train Bridge,2022,1,Jan-Mar,27.0,68.0,14023.0,7.6,1.68,0.43,80.0,100.0,0.0,100.0,70.0,1
1349,Klip River Weir @ Redan Train Bridge,2022,2,Apr-Jun,24.0,76.0,0.0,7.5,1.12,0.5,100.0,100.0,0.0,100.0,75.0,1
1350,Leeuspruit @ Sasolburg ,2022,1,Jan-Mar,47.0,51.0,196043.0,7.5,0.59,1.14,80.0,90.91,0.0,0.0,42.73,1
1351,Leeuspruit @ Sasolburg ,2022,2,Apr-Jun,21.0,122.0,0.0,7.4,0.63,0.96,80.0,72.73,0.0,0.0,38.18,1
1352,Rietspruit Weir @ Loch Vaal ,2022,1,Jan-Mar,36.0,54.0,98913.0,7.7,1.3,0.45,80.0,100.0,0.0,100.0,70.0,1
1353,Rietspruit Weir @ Loch Vaal ,2022,2,Apr-Jun,37.0,60.0,0.0,7.5,1.68,0.48,100.0,100.0,0.0,100.0,75.0,1
1354,Suikerbosrant River Weir @ Three Rivers,2022,1,Jan-Mar,34.0,49.0,3413.0,7.8,1.45,0.31,80.0,100.0,0.0,100.0,70.0,1
1355,Suikerbosrant River Weir @ Three Rivers,2022,2,Apr-Jun,32.0,46.0,0.0,7.7,1.89,0.25,80.0,100.0,0.0,100.0,70.0,1
1356,Stream from Webb's Farm ,2022,1,Jan-Mar,0.0,81.0,1441.0,7.8,1.49,0.84,60.0,90.91,0.0,0.0,37.73,1
1357,Stream from Webb's Farm ,2022,2,Apr-Jun,0.0,74.0,0.0,7.8,3.6,0.32,60.0,100.0,0.0,0.0,40.0,1
1358,Vaal River @ Barrage Outlet ,2022,1,Jan-Mar,24.0,37.0,879.0,7.6,1.08,0.14,80.0,100.0,0.0,100.0,70.0,1
1359,Vaal River @ Barrage Outlet ,2022,2,Apr-Jun,24.0,39.0,0.0,7.1,0.97,0.16,80.0,90.91,0.0,100.0,67.73,1
1360,Vaal River @ Engelbrecht's Drift Weir,2022,1,Jan-Mar,20.0,23.0,85.0,7.9,0.52,0.15,100.0,81.82,100.0,0.0,70.46,1
1361,Vaal River @ Engelbrecht's Drift Weir,2022,2,Apr-Jun,0.0,22.0,0.0,7.6,0.64,0.12,60.0,81.82,0.0,0.0,35.46,1
1362,Vaal River @ 20 km Beacon ,2022,1,Jan-Mar,26.0,34.0,2432.0,7.6,0.89,2.12,80.0,90.91,0.0,0.0,42.73,1
1363,Vaal River @ 20 km Beacon ,2022,2,Apr-Jun,20.0,42.0,0.0,7.4,0.8,0.2,80.0,90.91,0.0,0.0,42.73,1
1364,Vaal River @ 37 km Beacon ,2022,1,Jan-Mar,26.0,34.0,8467.0,7.7,0.91,0.18,80.0,100.0,0.0,100.0,70.0,1
1365,Vaal River @ 37 km Beacon ,2022,2,Apr-Jun,23.0,44.0,0.0,7.5,1.01,0.17,80.0,90.91,0.0,100.0,67.73,1
1366,Outflow from New Kleinfontein Dam,2013,1,Jan-Mar,0.0,30.0,0.0,8.5,0.21,0.06,60.0,100.0,0.0,0.0,40.0,2
1367,Outflow from New Kleinfontein Dam,2013,2,Apr-Jun,0.0,28.0,0.0,7.6,0.35,0.18,60.0,100.0,0.0,0.0,40.0,2
1368,Outflow from New Kleinfontein Dam,2013,3,Jul-Sep,0.0,40.0,0.0,8.4,0.93,0.34,60.0,100.0,0.0,0.0,40.0,2
1369,Outflow from New Kleinfontein Dam,2013,4,Oct-Dec,0.0,42.0,0.0,8.3,0.17,0.35,60.0,100.0,0.0,0.0,40.0,2
1370,Outflow from Van Ryn Dam,2013,1,Jan-Mar,0.0,51.0,0.0,8.5,0.37,0.45,40.0,100.0,0.0,0.0,35.0,2
1371,Outflow from Van Ryn Dam,2013,2,Apr-Jun,0.0,51.0,0.0,7.0,0.74,0.15,60.0,100.0,0.0,0.0,40.0,2
